industry,region,last_updated_at,date,value,delta,all_industries_value
Tertiaire marchand (A5-GU),Bourgogne-Franche-Comté,19/09/2024 12:00,2022-07-01,404115,2236.0,992833.0
Tertiaire marchand (A5-GU),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2022-07-01,1020841,5020.0,1991035.0
Tertiaire marchand (A5-GU),Bretagne,19/09/2024 12:00,2022-07-01,578016,4309.0,1299711.0
Tertiaire marchand (A5-GU),Normandie,19/09/2024 12:00,2022-07-01,521262,3833.0,1230956.0
Tertiaire marchand (A5-GU),Centre-Val de Loire,19/09/2024 12:00,2022-07-01,410164,1606.0,935788.0
Tertiaire marchand (A5-GU),Île-de-France,19/09/2024 12:00,2022-07-01,3906754,23972.0,6249862.0
Tertiaire marchand (A5-GU),Auvergne-Rhône-Alpes,19/09/2024 12:00,2022-07-01,1528534,6610.0,3227990.0
Tertiaire marchand (A5-GU),Grand Est,19/09/2024 12:00,2022-07-01,853401,2640.0,1997616.0
Tertiaire marchand (A5-GU),Hauts-de-France,19/09/2024 12:00,2022-07-01,954243,5098.0,2136351.0
Tertiaire marchand (A5-GU),Nouvelle-Aquitaine,19/09/2024 12:00,2022-07-01,1025791,4294.0,2268814.0
Tertiaire marchand (A5-GU),Pays de la Loire,19/09/2024 12:00,2022-07-01,717486,4408.0,1555673.0
Tertiaire marchand (A5-GU),Occitanie,19/09/2024 12:00,2022-07-01,1012214,5401.0,2167830.0
Tertiaire marchand (A5-GU),Corse,19/09/2024 12:00,2022-07-01,59101,-231.0,127697.0
Tertiaire marchand (A5-GU),Bretagne,19/09/2024 12:00,2022-10-01,580426,2410.0,1305477.0
Tertiaire marchand (A5-GU),Île-de-France,19/09/2024 12:00,2022-10-01,3933128,26374.0,6277238.0
Tertiaire marchand (A5-GU),Normandie,19/09/2024 12:00,2022-10-01,521523,261.0,1231449.0
Tertiaire marchand (A5-GU),Centre-Val de Loire,19/09/2024 12:00,2022-10-01,411187,1023.0,937827.0
Tertiaire marchand (A5-GU),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2022-10-01,1024788,3947.0,2000003.0
Tertiaire marchand (A5-GU),Nouvelle-Aquitaine,19/09/2024 12:00,2022-10-01,1031700,5909.0,2278127.0
Tertiaire marchand (A5-GU),Grand Est,19/09/2024 12:00,2022-10-01,856506,3105.0,2003156.0
Tertiaire marchand (A5-GU),Hauts-de-France,19/09/2024 12:00,2022-10-01,954758,515.0,2134883.0
Tertiaire marchand (A5-GU),Bourgogne-Franche-Comté,19/09/2024 12:00,2022-10-01,404469,354.0,993210.0
Tertiaire marchand (A5-GU),Corse,19/09/2024 12:00,2022-10-01,59589,488.0,128336.0
Tertiaire marchand (A5-GU),Occitanie,19/09/2024 12:00,2022-10-01,1019074,6860.0,2179101.0
Tertiaire marchand (A5-GU),Pays de la Loire,19/09/2024 12:00,2022-10-01,721449,3963.0,1562778.0
Tertiaire marchand (A5-GU),Auvergne-Rhône-Alpes,19/09/2024 12:00,2022-10-01,1537724,9190.0,3239511.0
Tertiaire marchand (A5-GU),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2023-01-01,1026919,2131.0,2004990.0
Tertiaire marchand (A5-GU),Auvergne-Rhône-Alpes,19/09/2024 12:00,2023-01-01,1539803,2079.0,3244600.0
Tertiaire marchand (A5-GU),Bourgogne-Franche-Comté,19/09/2024 12:00,2023-01-01,404298,-171.0,993749.0
Tertiaire marchand (A5-GU),Corse,19/09/2024 12:00,2023-01-01,59747,158.0,128628.0
Tertiaire marchand (A5-GU),Nouvelle-Aquitaine,19/09/2024 12:00,2023-01-01,1030866,-834.0,2277806.0
Tertiaire marchand (A5-GU),Grand Est,19/09/2024 12:00,2023-01-01,858093,1587.0,2004321.0
Tertiaire marchand (A5-GU),Occitanie,19/09/2024 12:00,2023-01-01,1022745,3671.0,2187176.0
Tertiaire marchand (A5-GU),Pays de la Loire,19/09/2024 12:00,2023-01-01,723281,1832.0,1566850.0
Tertiaire marchand (A5-GU),Hauts-de-France,19/09/2024 12:00,2023-01-01,954574,-184.0,2134943.0
Tertiaire marchand (A5-GU),Centre-Val de Loire,19/09/2024 12:00,2023-01-01,411398,211.0,938144.0
Tertiaire marchand (A5-GU),Île-de-France,19/09/2024 12:00,2023-01-01,3946223,13095.0,6290425.0
Tertiaire marchand (A5-GU),Normandie,19/09/2024 12:00,2023-01-01,520994,-529.0,1232248.0
Tertiaire marchand (A5-GU),Bretagne,19/09/2024 12:00,2023-01-01,581700,1274.0,1308928.0
Tertiaire marchand (A5-GU),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2023-04-01,1030911,3992.0,2010155.0
Tertiaire marchand (A5-GU),Auvergne-Rhône-Alpes,19/09/2024 12:00,2023-04-01,1542138,2335.0,3249721.0
Tertiaire marchand (A5-GU),Bourgogne-Franche-Comté,19/09/2024 12:00,2023-04-01,404553,255.0,994370.0
Tertiaire marchand (A5-GU),Centre-Val de Loire,19/09/2024 12:00,2023-04-01,412001,603.0,940222.0
Tertiaire marchand (A5-GU),Grand Est,19/09/2024 12:00,2023-04-01,856976,-1117.0,2004616.0
Tertiaire marchand (A5-GU),Normandie,19/09/2024 12:00,2023-04-01,523893,2899.0,1235660.0
Tertiaire marchand (A5-GU),Hauts-de-France,19/09/2024 12:00,2023-04-01,956312,1738.0,2137710.0
Tertiaire marchand (A5-GU),Île-de-France,19/09/2024 12:00,2023-04-01,3961165,14942.0,6311409.0
Tertiaire marchand (A5-GU),Bretagne,19/09/2024 12:00,2023-04-01,584948,3248.0,1314692.0
Tertiaire marchand (A5-GU),Corse,19/09/2024 12:00,2023-04-01,59734,-13.0,128804.0
Tertiaire marchand (A5-GU),Pays de la Loire,19/09/2024 12:00,2023-04-01,725626,2345.0,1571893.0
Tertiaire marchand (A5-GU),Occitanie,19/09/2024 12:00,2023-04-01,1025063,2318.0,2190685.0
Tertiaire marchand (A5-GU),Nouvelle-Aquitaine,19/09/2024 12:00,2023-04-01,1034517,3651.0,2284192.0
Tertiaire marchand (A5-GU),Auvergne-Rhône-Alpes,19/09/2024 12:00,2023-07-01,1544893,2755.0,3258040.0
Tertiaire marchand (A5-GU),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2023-07-01,1033541,2630.0,2016600.0
Tertiaire marchand (A5-GU),Bretagne,19/09/2024 12:00,2023-07-01,586870,1922.0,1319169.0
Tertiaire marchand (A5-GU),Île-de-France,19/09/2024 12:00,2023-07-01,3973885,12720.0,6336908.0
Tertiaire marchand (A5-GU),Normandie,19/09/2024 12:00,2023-07-01,523650,-243.0,1235678.0
Tertiaire marchand (A5-GU),Corse,19/09/2024 12:00,2023-07-01,59727,-7.0,128931.0
Tertiaire marchand (A5-GU),Centre-Val de Loire,19/09/2024 12:00,2023-07-01,411948,-53.0,941694.0
Tertiaire marchand (A5-GU),Pays de la Loire,19/09/2024 12:00,2023-07-01,725954,328.0,1574435.0
Tertiaire marchand (A5-GU),Occitanie,19/09/2024 12:00,2023-07-01,1026829,1766.0,2195695.0
Tertiaire marchand (A5-GU),Bourgogne-Franche-Comté,19/09/2024 12:00,2023-07-01,403414,-1139.0,994240.0
Tertiaire marchand (A5-GU),Nouvelle-Aquitaine,19/09/2024 12:00,2023-07-01,1034160,-357.0,2284931.0
Tertiaire marchand (A5-GU),Grand Est,19/09/2024 12:00,2023-07-01,857776,800.0,2004233.0
Tertiaire marchand (A5-GU),Hauts-de-France,19/09/2024 12:00,2023-07-01,953457,-2855.0,2134795.0
Tertiaire marchand (A5-GU),Bourgogne-Franche-Comté,19/09/2024 12:00,2023-10-01,402672,-742.0,994417.0
Tertiaire marchand (A5-GU),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2023-10-01,1031569,-1972.0,2018849.0
Tertiaire marchand (A5-GU),Île-de-France,19/09/2024 12:00,2023-10-01,3965229,-8656.0,6331180.0
Tertiaire marchand (A5-GU),Bretagne,19/09/2024 12:00,2023-10-01,587499,629.0,1323549.0
Tertiaire marchand (A5-GU),Normandie,19/09/2024 12:00,2023-10-01,522603,-1047.0,1238033.0
Tertiaire marchand (A5-GU),Centre-Val de Loire,19/09/2024 12:00,2023-10-01,410761,-1187.0,940583.0
Tertiaire marchand (A5-GU),Auvergne-Rhône-Alpes,19/09/2024 12:00,2023-10-01,1544249,-644.0,3259272.0
Tertiaire marchand (A5-GU),Grand Est,19/09/2024 12:00,2023-10-01,857302,-474.0,2004248.0
Tertiaire marchand (A5-GU),Hauts-de-France,19/09/2024 12:00,2023-10-01,952176,-1281.0,2136711.0
Tertiaire marchand (A5-GU),Nouvelle-Aquitaine,19/09/2024 12:00,2023-10-01,1031883,-2277.0,2287310.0
Tertiaire marchand (A5-GU),Pays de la Loire,19/09/2024 12:00,2023-10-01,725369,-585.0,1576815.0
Tertiaire marchand (A5-GU),Corse,19/09/2024 12:00,2023-10-01,59446,-281.0,128558.0
Tertiaire marchand (A5-GU),Occitanie,19/09/2024 12:00,2023-10-01,1024485,-2344.0,2197330.0
Tertiaire marchand (A5-GU),Pays de la Loire,19/09/2024 12:00,2024-01-01,727803,2434.0,1581593.0
Tertiaire marchand (A5-GU),Occitanie,19/09/2024 12:00,2024-01-01,1029246,4761.0,2206099.0
Tertiaire marchand (A5-GU),Corse,19/09/2024 12:00,2024-01-01,59576,130.0,128938.0
Tertiaire marchand (A5-GU),Nouvelle-Aquitaine,19/09/2024 12:00,2024-01-01,1034687,2804.0,2291722.0
Tertiaire marchand (A5-GU),Grand Est,19/09/2024 12:00,2024-01-01,857648,346.0,2006314.0
Tertiaire marchand (A5-GU),Hauts-de-France,19/09/2024 12:00,2024-01-01,954824,2648.0,2141090.0
Tertiaire marchand (A5-GU),Bourgogne-Franche-Comté,19/09/2024 12:00,2024-01-01,403034,362.0,995612.0
Tertiaire marchand (A5-GU),Centre-Val de Loire,19/09/2024 12:00,2024-01-01,411154,393.0,941738.0
Tertiaire marchand (A5-GU),Auvergne-Rhône-Alpes,19/09/2024 12:00,2024-01-01,1547262,3013.0,3266832.0
Tertiaire marchand (A5-GU),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2024-01-01,1035967,4398.0,2025640.0
Tertiaire marchand (A5-GU),Île-de-France,19/09/2024 12:00,2024-01-01,3984901,19672.0,6356241.0
Tertiaire marchand (A5-GU),Normandie,19/09/2024 12:00,2024-01-01,524373,1770.0,1241783.0
Tertiaire marchand (A5-GU),Bretagne,19/09/2024 12:00,2024-01-01,591341,3842.0,1329510.0
Tertiaire marchand (A5-GU),Normandie,19/09/2024 12:00,2024-04-01,522582,-1791.0,1239585.0
Tertiaire marchand (A5-GU),Île-de-France,19/09/2024 12:00,2024-04-01,3987733,2832.0,6361895.0
Tertiaire marchand (A5-GU),Bretagne,19/09/2024 12:00,2024-04-01,590178,-1163.0,1329966.0
Tertiaire marchand (A5-GU),Auvergne-Rhône-Alpes,19/09/2024 12:00,2024-04-01,1544737,-2525.0,3264141.0
Tertiaire marchand (A5-GU),Occitanie,19/09/2024 12:00,2024-04-01,1027627,-1619.0,2204738.0
Tertiaire marchand (A5-GU),Pays de la Loire,19/09/2024 12:00,2024-04-01,727082,-721.0,1580869.0
Tertiaire marchand (A5-GU),Hauts-de-France,19/09/2024 12:00,2024-04-01,951965,-2859.0,2138341.0
Tertiaire marchand (A5-GU),Grand Est,19/09/2024 12:00,2024-04-01,856030,-1618.0,2005007.0
Tertiaire marchand (A5-GU),Nouvelle-Aquitaine,19/09/2024 12:00,2024-04-01,1028859,-5828.0,2286089.0
Tertiaire marchand (A5-GU),Corse,19/09/2024 12:00,2024-04-01,59617,41.0,128973.0
Tertiaire marchand (A5-GU),Centre-Val de Loire,19/09/2024 12:00,2024-04-01,409085,-2069.0,938655.0
Tertiaire marchand (A5-GU),Bourgogne-Franche-Comté,19/09/2024 12:00,2024-04-01,401833,-1201.0,994713.0
Tertiaire marchand (A5-GU),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2024-04-01,1036190,223.0,2027630.0
Tertiaire non marchand (A5-OQ),Hauts-de-France,19/09/2024 12:00,2011-01-01,731151,,2048528.0
Tertiaire non marchand (A5-OQ),Centre-Val de Loire,19/09/2024 12:00,2011-01-01,305837,,917764.0
Tertiaire non marchand (A5-OQ),Grand Est,19/09/2024 12:00,2011-01-01,681354,,1979424.0
Tertiaire non marchand (A5-OQ),Pays de la Loire,19/09/2024 12:00,2011-01-01,419988,,1367804.0
Tertiaire non marchand (A5-OQ),Corse,19/09/2024 12:00,2011-01-01,41643,,109239.0
Tertiaire non marchand (A5-OQ),Occitanie,19/09/2024 12:00,2011-01-01,693269,,1898330.0
Tertiaire non marchand (A5-OQ),Nouvelle-Aquitaine,19/09/2024 12:00,2011-01-01,723293,,2050455.0
Tertiaire non marchand (A5-OQ),Bourgogne-Franche-Comté,19/09/2024 12:00,2011-01-01,349036,,991312.0
Tertiaire non marchand (A5-OQ),Île-de-France,19/09/2024 12:00,2011-01-01,1494420,,5672690.0
Tertiaire non marchand (A5-OQ),Normandie,19/09/2024 12:00,2011-01-01,403509,,1195114.0
Tertiaire non marchand (A5-OQ),Bretagne,19/09/2024 12:00,2011-01-01,409929,,1166491.0
Tertiaire non marchand (A5-OQ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2011-01-01,913541,,2903950.0
Tertiaire non marchand (A5-OQ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2011-01-01,620891,,1780694.0
Tertiaire non marchand (A5-OQ),Bourgogne-Franche-Comté,19/09/2024 12:00,2011-04-01,348809,-227.0,991162.0
Tertiaire non marchand (A5-OQ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2011-04-01,620664,-227.0,1782113.0
Tertiaire non marchand (A5-OQ),Centre-Val de Loire,19/09/2024 12:00,2011-04-01,305390,-447.0,915883.0
Tertiaire non marchand (A5-OQ),Bretagne,19/09/2024 12:00,2011-04-01,410020,91.0,1167134.0
Tertiaire non marchand (A5-OQ),Normandie,19/09/2024 12:00,2011-04-01,403224,-285.0,1193764.0
Tertiaire non marchand (A5-OQ),Île-de-France,19/09/2024 12:00,2011-04-01,1494306,-114.0,5683525.0
Tertiaire non marchand (A5-OQ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2011-04-01,913145,-396.0,2907748.0
Tertiaire non marchand (A5-OQ),Hauts-de-France,19/09/2024 12:00,2011-04-01,729729,-1422.0,2048622.0
Tertiaire non marchand (A5-OQ),Nouvelle-Aquitaine,19/09/2024 12:00,2011-04-01,723230,-63.0,2053716.0
Tertiaire non marchand (A5-OQ),Grand Est,19/09/2024 12:00,2011-04-01,678708,-2646.0,1975574.0
Tertiaire non marchand (A5-OQ),Pays de la Loire,19/09/2024 12:00,2011-04-01,420379,391.0,1370235.0
Tertiaire non marchand (A5-OQ),Corse,19/09/2024 12:00,2011-04-01,41599,-44.0,109773.0
Tertiaire non marchand (A5-OQ),Occitanie,19/09/2024 12:00,2011-04-01,694721,1452.0,1906472.0
Tertiaire non marchand (A5-OQ),Hauts-de-France,19/09/2024 12:00,2011-07-01,730083,354.0,2045469.0
Tertiaire non marchand (A5-OQ),Centre-Val de Loire,19/09/2024 12:00,2011-07-01,306001,611.0,913776.0
Tertiaire non marchand (A5-OQ),Grand Est,19/09/2024 12:00,2011-07-01,678739,31.0,1971027.0
Tertiaire non marchand (A5-OQ),Corse,19/09/2024 12:00,2011-07-01,41776,177.0,110011.0
Tertiaire non marchand (A5-OQ),Pays de la Loire,19/09/2024 12:00,2011-07-01,418944,-1435.0,1369899.0
Tertiaire non marchand (A5-OQ),Occitanie,19/09/2024 12:00,2011-07-01,693524,-1197.0,1905000.0
Tertiaire non marchand (A5-OQ),Nouvelle-Aquitaine,19/09/2024 12:00,2011-07-01,722085,-1145.0,2060122.0
Tertiaire non marchand (A5-OQ),Bourgogne-Franche-Comté,19/09/2024 12:00,2011-07-01,348981,172.0,989675.0
Tertiaire non marchand (A5-OQ),Île-de-France,19/09/2024 12:00,2011-07-01,1496659,2353.0,5686666.0
Tertiaire non marchand (A5-OQ),Normandie,19/09/2024 12:00,2011-07-01,403719,495.0,1192737.0
Tertiaire non marchand (A5-OQ),Bretagne,19/09/2024 12:00,2011-07-01,409013,-1007.0,1164516.0
Tertiaire non marchand (A5-OQ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2011-07-01,913587,442.0,2904142.0
Tertiaire non marchand (A5-OQ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2011-07-01,622431,1767.0,1779568.0
Tertiaire non marchand (A5-OQ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2011-10-01,623126,695.0,1785801.0
Tertiaire non marchand (A5-OQ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2011-10-01,915723,2136.0,2907624.0
Tertiaire non marchand (A5-OQ),Bretagne,19/09/2024 12:00,2011-10-01,409284,271.0,1166293.0
Tertiaire non marchand (A5-OQ),Hauts-de-France,19/09/2024 12:00,2011-10-01,729223,-860.0,2044075.0
Tertiaire non marchand (A5-OQ),Centre-Val de Loire,19/09/2024 12:00,2011-10-01,305864,-137.0,913395.0
Tertiaire non marchand (A5-OQ),Grand Est,19/09/2024 12:00,2011-10-01,678820,81.0,1971882.0
Tertiaire non marchand (A5-OQ),Bourgogne-Franche-Comté,19/09/2024 12:00,2011-10-01,349788,807.0,991242.0
Tertiaire non marchand (A5-OQ),Normandie,19/09/2024 12:00,2011-10-01,402837,-882.0,1193400.0
Tertiaire non marchand (A5-OQ),Île-de-France,19/09/2024 12:00,2011-10-01,1494524,-2135.0,5696135.0
Tertiaire non marchand (A5-OQ),Occitanie,19/09/2024 12:00,2011-10-01,694971,1447.0,1905015.0
Tertiaire non marchand (A5-OQ),Pays de la Loire,19/09/2024 12:00,2011-10-01,419828,884.0,1370359.0
Tertiaire non marchand (A5-OQ),Corse,19/09/2024 12:00,2011-10-01,41722,-54.0,109970.0
Tertiaire non marchand (A5-OQ),Nouvelle-Aquitaine,19/09/2024 12:00,2011-10-01,723111,1026.0,2054878.0
Tertiaire non marchand (A5-OQ),Nouvelle-Aquitaine,19/09/2024 12:00,2012-01-01,723810,699.0,2056659.0
Tertiaire non marchand (A5-OQ),Bretagne,19/09/2024 12:00,2012-01-01,409927,643.0,1166505.0
Tertiaire non marchand (A5-OQ),Normandie,19/09/2024 12:00,2012-01-01,403900,1063.0,1191376.0
Tertiaire non marchand (A5-OQ),Île-de-France,19/09/2024 12:00,2012-01-01,1497578,3054.0,5698390.0
Tertiaire non marchand (A5-OQ),Centre-Val de Loire,19/09/2024 12:00,2012-01-01,306473,609.0,911863.0
Tertiaire non marchand (A5-OQ),Pays de la Loire,19/09/2024 12:00,2012-01-01,419756,-72.0,1371935.0
Tertiaire non marchand (A5-OQ),Occitanie,19/09/2024 12:00,2012-01-01,696735,1764.0,1909371.0
Tertiaire non marchand (A5-OQ),Corse,19/09/2024 12:00,2012-01-01,41805,83.0,110564.0
Tertiaire non marchand (A5-OQ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2012-01-01,625659,2533.0,1786923.0
Tertiaire non marchand (A5-OQ),Hauts-de-France,19/09/2024 12:00,2012-01-01,731378,2155.0,2042333.0
Tertiaire non marchand (A5-OQ),Grand Est,19/09/2024 12:00,2012-01-01,678112,-708.0,1966827.0
Tertiaire non marchand (A5-OQ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2012-01-01,917373,1650.0,2910284.0
Tertiaire non marchand (A5-OQ),Bourgogne-Franche-Comté,19/09/2024 12:00,2012-01-01,349097,-691.0,987557.0
Tertiaire non marchand (A5-OQ),Nouvelle-Aquitaine,19/09/2024 12:00,2012-04-01,725231,1421.0,2054558.0
Tertiaire non marchand (A5-OQ),Normandie,19/09/2024 12:00,2012-04-01,404652,752.0,1188633.0
Tertiaire non marchand (A5-OQ),Bretagne,19/09/2024 12:00,2012-04-01,410691,764.0,1164611.0
Tertiaire non marchand (A5-OQ),Île-de-France,19/09/2024 12:00,2012-04-01,1495382,-2196.0,5703810.0
Tertiaire non marchand (A5-OQ),Centre-Val de Loire,19/09/2024 12:00,2012-04-01,306532,59.0,910277.0
Tertiaire non marchand (A5-OQ),Pays de la Loire,19/09/2024 12:00,2012-04-01,421951,2195.0,1372560.0
Tertiaire non marchand (A5-OQ),Occitanie,19/09/2024 12:00,2012-04-01,699618,2883.0,1911733.0
Tertiaire non marchand (A5-OQ),Corse,19/09/2024 12:00,2012-04-01,41990,185.0,110617.0
Tertiaire non marchand (A5-OQ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2012-04-01,625827,168.0,1784537.0
Tertiaire non marchand (A5-OQ),Hauts-de-France,19/09/2024 12:00,2012-04-01,730109,-1269.0,2036758.0
Tertiaire non marchand (A5-OQ),Grand Est,19/09/2024 12:00,2012-04-01,677101,-1011.0,1959972.0
Tertiaire non marchand (A5-OQ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2012-04-01,919195,1822.0,2910422.0
Tertiaire non marchand (A5-OQ),Bourgogne-Franche-Comté,19/09/2024 12:00,2012-04-01,348238,-859.0,983590.0
Tertiaire non marchand (A5-OQ),Corse,19/09/2024 12:00,2012-07-01,42172,182.0,110824.0
Tertiaire non marchand (A5-OQ),Occitanie,19/09/2024 12:00,2012-07-01,700485,867.0,1908999.0
Tertiaire non marchand (A5-OQ),Nouvelle-Aquitaine,19/09/2024 12:00,2012-07-01,728279,3048.0,2050719.0
Tertiaire non marchand (A5-OQ),Pays de la Loire,19/09/2024 12:00,2012-07-01,423350,1399.0,1371374.0
Tertiaire non marchand (A5-OQ),Bretagne,19/09/2024 12:00,2012-07-01,411867,1176.0,1163367.0
Tertiaire non marchand (A5-OQ),Hauts-de-France,19/09/2024 12:00,2012-07-01,732490,2381.0,2030093.0
Tertiaire non marchand (A5-OQ),Normandie,19/09/2024 12:00,2012-07-01,406074,1422.0,1186896.0
Tertiaire non marchand (A5-OQ),Grand Est,19/09/2024 12:00,2012-07-01,679486,2385.0,1957490.0
Tertiaire non marchand (A5-OQ),Île-de-France,19/09/2024 12:00,2012-07-01,1500075,4693.0,5698243.0
Tertiaire non marchand (A5-OQ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2012-07-01,923762,4567.0,2918203.0
Tertiaire non marchand (A5-OQ),Bourgogne-Franche-Comté,19/09/2024 12:00,2012-07-01,348432,194.0,981241.0
Tertiaire non marchand (A5-OQ),Centre-Val de Loire,19/09/2024 12:00,2012-07-01,308133,1601.0,908701.0
Tertiaire non marchand (A5-OQ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2012-07-01,626685,858.0,1781997.0
Tertiaire non marchand (A5-OQ),Bourgogne-Franche-Comté,19/09/2024 12:00,2012-10-01,348131,-301.0,977216.0
Tertiaire non marchand (A5-OQ),Corse,19/09/2024 12:00,2012-10-01,42356,184.0,111188.0
Tertiaire non marchand (A5-OQ),Pays de la Loire,19/09/2024 12:00,2012-10-01,423634,284.0,1373557.0
Tertiaire non marchand (A5-OQ),Occitanie,19/09/2024 12:00,2012-10-01,699600,-885.0,1907982.0
Tertiaire non marchand (A5-OQ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2012-10-01,925431,1669.0,2911674.0
Tertiaire non marchand (A5-OQ),Île-de-France,19/09/2024 12:00,2012-10-01,1499145,-930.0,5694823.0
Tertiaire non marchand (A5-OQ),Normandie,19/09/2024 12:00,2012-10-01,405449,-625.0,1183631.0
Tertiaire non marchand (A5-OQ),Grand Est,19/09/2024 12:00,2012-10-01,676926,-2560.0,1950267.0
Tertiaire non marchand (A5-OQ),Hauts-de-France,19/09/2024 12:00,2012-10-01,731236,-1254.0,2022725.0
Tertiaire non marchand (A5-OQ),Nouvelle-Aquitaine,19/09/2024 12:00,2012-10-01,730612,2333.0,2056274.0
Tertiaire non marchand (A5-OQ),Bretagne,19/09/2024 12:00,2012-10-01,410731,-1136.0,1162614.0
Tertiaire non marchand (A5-OQ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2012-10-01,626942,257.0,1782779.0
Tertiaire non marchand (A5-OQ),Centre-Val de Loire,19/09/2024 12:00,2012-10-01,307933,-200.0,908287.0
Tertiaire non marchand (A5-OQ),Hauts-de-France,19/09/2024 12:00,2013-01-01,729514,-1722.0,2021055.0
Tertiaire non marchand (A5-OQ),Centre-Val de Loire,19/09/2024 12:00,2013-01-01,306224,-1709.0,905568.0
Tertiaire non marchand (A5-OQ),Grand Est,19/09/2024 12:00,2013-01-01,676644,-282.0,1946332.0
Tertiaire non marchand (A5-OQ),Pays de la Loire,19/09/2024 12:00,2013-01-01,423732,98.0,1373563.0
Tertiaire non marchand (A5-OQ),Occitanie,19/09/2024 12:00,2013-01-01,701853,2253.0,1910736.0
Tertiaire non marchand (A5-OQ),Corse,19/09/2024 12:00,2013-01-01,42476,120.0,111166.0
Tertiaire non marchand (A5-OQ),Nouvelle-Aquitaine,19/09/2024 12:00,2013-01-01,730673,61.0,2058843.0
Tertiaire non marchand (A5-OQ),Bourgogne-Franche-Comté,19/09/2024 12:00,2013-01-01,348944,813.0,975867.0
Tertiaire non marchand (A5-OQ),Île-de-France,19/09/2024 12:00,2013-01-01,1499459,314.0,5694180.0
Tertiaire non marchand (A5-OQ),Normandie,19/09/2024 12:00,2013-01-01,405864,415.0,1183579.0
Tertiaire non marchand (A5-OQ),Bretagne,19/09/2024 12:00,2013-01-01,411034,303.0,1160767.0
Tertiaire non marchand (A5-OQ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2013-01-01,929183,3752.0,2916490.0
Tertiaire non marchand (A5-OQ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2013-01-01,625627,-1315.0,1781929.0
Tertiaire non marchand (A5-OQ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2013-04-01,628939,3312.0,1783489.0
Tertiaire non marchand (A5-OQ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2013-04-01,931690,2507.0,2917110.0
Tertiaire non marchand (A5-OQ),Bretagne,19/09/2024 12:00,2013-04-01,411401,367.0,1152901.0
Tertiaire non marchand (A5-OQ),Hauts-de-France,19/09/2024 12:00,2013-04-01,731628,2114.0,2013414.0
Tertiaire non marchand (A5-OQ),Centre-Val de Loire,19/09/2024 12:00,2013-04-01,306566,342.0,903446.0
Tertiaire non marchand (A5-OQ),Grand Est,19/09/2024 12:00,2013-04-01,677626,982.0,1942471.0
Tertiaire non marchand (A5-OQ),Bourgogne-Franche-Comté,19/09/2024 12:00,2013-04-01,349467,523.0,974470.0
Tertiaire non marchand (A5-OQ),Normandie,19/09/2024 12:00,2013-04-01,405075,-789.0,1177517.0
Tertiaire non marchand (A5-OQ),Île-de-France,19/09/2024 12:00,2013-04-01,1506732,7273.0,5698601.0
Tertiaire non marchand (A5-OQ),Occitanie,19/09/2024 12:00,2013-04-01,703455,1602.0,1907717.0
Tertiaire non marchand (A5-OQ),Pays de la Loire,19/09/2024 12:00,2013-04-01,423608,-124.0,1367775.0
Tertiaire non marchand (A5-OQ),Corse,19/09/2024 12:00,2013-04-01,42619,143.0,111208.0
Tertiaire non marchand (A5-OQ),Nouvelle-Aquitaine,19/09/2024 12:00,2013-04-01,733345,2672.0,2053572.0
Tertiaire non marchand (A5-OQ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2013-07-01,931727,37.0,2924093.0
Tertiaire non marchand (A5-OQ),Bourgogne-Franche-Comté,19/09/2024 12:00,2013-07-01,350753,1286.0,979000.0
Tertiaire non marchand (A5-OQ),Hauts-de-France,19/09/2024 12:00,2013-07-01,734848,3220.0,2017930.0
Tertiaire non marchand (A5-OQ),Grand Est,19/09/2024 12:00,2013-07-01,679601,1975.0,1941783.0
